Provincia de Córdoba según Municipios/Comunas. Indicadores seleccionados. Año 2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Departamento,Municipio o Comuna,Hogares,contexto22,contexto14,contexto16,contexto17,Población total,contexto01,% Población 15 a 64 años,% Población 15 a 64 años ocupada,Población 15 a 64 años ocupada que es asalariada,% Población 15 a 64 años asalariada sin descuento jubilatorio,contexto08,contexto06,% Población de 25 a 64 años,contexto10,contexto11,% Población de 18 a 64 años,contexto12,contexto15,contexto13,% Población con dificultad o limitación visual,% Población con dificultad o limitación auditiva,% Población con dificultad o limitación motora inferior,% Población con dificultad o limitación motora superior,% Población con dificultad o limitación cognitiva,% Población con dos o más dificultades o limitaciones,% Población según tipo de dificultad o limitación para ver,% Población con al menos una dificultad o limitación para oír,% Población con al menos una dificultad o limitación para caminar o subir,% Población con al menos una dificultad o limitación para agarrar objetos,% Población con al menos una dificultad o limitación para entender y/o aprender,% Población en asentamientos informales,contexto21,,
PTE.R.S. PEÑA, GENERAL LEVALLE,"1,887",10.4,3.4,0.1,2.1,"5,718",1285.8,62.5,70.5,70.9,45.4,4.7,70.2,47.5,38.0,12.9,57.3,29.8,0.3,9.0,2.9,0.5,1.8,0.2,0.8,2.8,4.7,1.3,4.0,1.6,1.8,-,.,,
PTE.R.S. PEÑA, LA CESIRA,437,10.8,258.1,10.1,1.4,"1,318",817.0,62.7,71.5,71.9,37.6,2.3,71.3,47.0,37.6,11.8,56.3,31.9,0.6,10.3,4.8,0.5,1.4,0.2,0.4,3.0,7.1,1.5,3.7,1.5,1.1,-,.,,
PTE.R.S. PEÑA, LABOULAYE,"6,945",11.0,0.7,0.0,2.7,"20,658",1321.1,60.5,68.2,71.4,37.9,4.7,66.7,46.4,46.1,14.5,55.6,29.9,0.6,9.5,3.6,0.7,1.8,0.3,0.6,2.6,5.3,1.6,3.8,1.4,1.3,-,.,,
PTE.R.S. PEÑA, MELO,420,11.4,6.2,0.7,1.7,"1,254",92.9,63.1,66.6,67.6,39.9,4.0,69.3,48.2,33.3,13.9,58.5,27.6,0.8,7.5,2.2,0.2,2.0,0.4,0.6,2.1,3.7,1.1,3.8,1.4,0.9,-,.,,
PTE.R.S. PEÑA, ROSALES,181,12.2,84.0,3.3,2.2,535,450.1,61.1,61.8,79.2,38.8,4.7,63.0,45.2,26.4,14.2,54.8,31.0,0.2,9.5,3.9,0.9,1.5,0.4,0.2,2.6,6.0,2.1,3.0,1.3,0.7,-,.,,
PTE.R.S. PEÑA, SERRANO,"1,057",9.7,2.7,0.1,2.0,"3,209",476.0,63.2,69.4,70.0,46.7,3.1,70.5,48.5,39.3,13.6,58.4,28.0,0.8,9.8,3.4,1.1,1.7,0.4,0.5,2.7,5.4,2.2,3.8,1.5,1.2,-,.,,
PTE.R.S. PEÑA, VILLA ROSSI,159,9.4,2.5,0.0,2.5,515,375.8,59.8,54.5,75.0,42.9,6.1,59.4,40.4,26.9,11.3,51.8,36.9,1.0,6.4,3.3,0.0,1.2,0.0,1.0,1.0,3.9,0.6,1.9,0.2,1.2,-,.,,
PTE.R.S. PEÑA, LEGUIZAMON,16,6.3,12.5,0.0,12.5,55,26.4,47.3,46.2,75.0,44.4,0.0,30.9,34.5,10.5,7.3,40.0,52.7,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,.,,
PTE.R.S. PEÑA, RIOBAMBA,37,10.8,8.1,0.0,2.7,105,95.9,62.9,69.7,78.3,58.3,0.0,58.1,46.7,18.4,12.4,60.0,27.6,0.0,6.7,1.9,0.0,1.9,1.0,0.0,1.9,3.8,1.0,2.9,1.9,1.0,-,.,,
PTE.R.S. PEÑA, SAN JOAQUIN,46,21.7,71.7,32.6,2.2,140,72.0,59.3,57.8,75.0,30.6,4.0,64.3,47.1,22.7,13.6,52.1,34.3,1.4,16.4,9.3,0.0,0.0,0.0,0.7,6.4,12.1,0.0,5.7,5.7,3.6,-,.,,
PUNILLA, ZONA RURAL NO COMPRENDIDA EN MUNICIPIOS O COMUNAS,343,4.1,77.6,6.7,5.5,"1,320",-,62.3,55.1,68.2,50.8,3.8,48.4,49.8,39.8,9.6,58.3,32.1,2.0,8.2,3.0,0.2,1.0,0.5,0.7,2.9,5.2,1.7,3.3,2.0,2.0,-,.,,
PUNILLA, BIALET MASSE,"1,802",8.3,35.2,1.4,3.3,"5,449",90.9,62.8,66.1,68.3,40.6,6.8,62.0,47.8,54.0,12.8,57.6,29.5,1.6,11.6,4.9,0.7,1.9,0.3,0.5,3.3,7.5,2.2,4.4,1.6,1.2,-,.,,
PUNILLA, CAPILLA DEL MONTE,"3,752",10.8,34.9,1.3,2.8,"11,281",110.2,62.0,65.7,60.7,49.7,5.2,54.4,48.6,56.6,15.4,57.3,27.4,2.6,11.9,4.7,0.8,1.8,0.2,0.6,3.8,7.5,2.3,4.8,1.7,1.6,-,.,,
PUNILLA, COSQUIN,"6,310",9.0,4.7,0.3,3.7,"19,815",948.0,61.8,65.4,71.4,36.3,6.6,63.2,46.5,53.2,14.5,56.8,28.8,1.0,12.9,5.3,0.7,1.8,0.2,0.8,4.0,8.3,2.4,4.9,1.9,1.8,-,.,,
PUNILLA, HUERTA GRANDE,"1,801",8.9,25.0,0.7,4.6,"5,933",445.2,63.6,62.8,72.0,48.3,7.5,52.9,47.7,42.5,12.4,58.1,29.5,1.4,16.6,7.8,0.6,1.7,0.4,0.7,5.4,12.0,2.5,6.0,2.8,2.3,-,.,,
PUNILLA, LA CUMBRE,"2,486",11.1,37.6,1.9,2.7,"7,761",114.5,61.0,67.2,68.1,50.4,5.0,58.1,46.4,49.6,14.9,55.5,29.6,2.3,11.4,4.0,0.8,2.2,0.3,0.6,3.6,6.7,2.2,5.1,1.7,1.5,-,.,,
PUNILLA, LA FALDA,"5,134",10.8,1.1,0.1,2.5,"16,379",409.0,60.6,62.9,70.0,46.0,6.3,60.3,46.5,51.3,16.3,55.9,27.7,1.7,14.5,5.2,1.0,2.3,0.3,0.5,5.2,9.0,3.0,6.3,2.5,1.9,-,.,,
PUNILLA, LOS COCOS,352,10.2,13.1,1.1,3.4,"1,245",122.8,65.4,53.3,71.0,44.2,6.7,64.4,51.5,54.6,10.9,60.8,28.3,3.5,11.6,3.1,0.6,2.6,0.2,0.7,4.4,6.3,1.8,6.6,2.2,1.8,-,.,,
PUNILLA, SAN ESTEBAN,268,6.3,201.5,7.5,1.9,857,134.3,65.5,58.6,71.1,52.6,5.2,44.2,49.5,49.1,10.4,59.6,30.0,3.7,10.0,4.3,0.6,1.5,0.2,0.1,3.3,6.8,1.9,4.2,1.4,0.9,-,.,,
PUNILLA, SANTA MARIA DE PUNILLA,"2,903",7.8,11.4,0.6,4.1,"9,691",136.2,61.5,61.2,74.3,37.7,7.3,60.7,46.9,44.8,12.9,56.8,30.3,1.1,13.4,5.5,0.8,1.9,0.4,0.7,4.2,8.7,2.4,5.1,2.2,2.0,-,.,,
PUNILLA, TANTI,"2,041",6.7,17.3,0.5,4.0,"6,841",192.9,62.7,64.6,67.6,44.6,6.4,56.5,47.3,50.5,12.1,57.1,30.8,2.1,13.7,6.4,0.8,1.7,0.8,0.5,3.5,8.9,2.3,4.3,2.3,1.4,-,.,,
PUNILLA, VALLE HERMOSO,"1,867",9.0,166.6,11.6,4.9,"6,252",112.8,60.6,60.9,74.1,44.6,8.4,53.9,44.9,42.3,15.2,54.9,29.9,1.4,12.0,4.9,0.4,1.9,0.3,0.5,4.0,7.9,2.1,5.1,2.0,1.6,-,.,,
PUNILLA, VILLA CARLOS PAZ,"19,198",7.8,1.8,0.1,2.5,"62,750",756.2,65.4,67.1,62.7,40.6,5.7,66.7,47.8,61.4,12.4,59.8,27.8,2.0,10.8,5.2,0.7,1.3,0.1,0.3,3.1,7.3,2.3,3.7,1.7,1.3,-,.,,
PUNILLA, VILLA GIARDINO,"2,030",7.6,1.1,0.3,4.1,"6,810",96.0,60.4,64.6,69.1,49.4,7.1,55.3,46.1,49.1,13.4,55.8,30.8,1.9,10.8,4.1,0.7,1.7,0.2,0.5,3.7,7.0,2.2,4.6,2.0,1.6,-,.,,
PUNILLA, CABALANGO,167,8.4,13.8,2.4,1.8,475,25.7,63.8,70.0,64.2,41.9,7.0,55.2,53.9,50.4,12.4,61.7,25.9,1.7,9.1,2.9,1.3,0.6,0.0,0.4,3.8,6.3,3.4,3.6,2.5,1.7,-,.,,
PUNILLA, CASA GRANDE,221,6.8,8.6,0.9,3.6,701,92.9,64.3,64.5,69.1,44.3,11.0,55.1,51.1,55.0,12.3,58.9,28.8,2.4,11.7,4.7,0.6,2.3,0.3,0.6,3.3,7.4,1.9,4.9,1.7,1.0,-,.,,
PUNILLA, CHARBONIER,176,12.5,11.9,1.7,5.1,553,39.4,66.4,56.9,59.3,58.1,5.0,33.8,52.4,44.5,11.2,61.5,27.3,4.3,15.7,3.4,0.7,3.3,1.1,1.1,6.1,8.5,3.6,8.1,3.3,2.4,-,.,,
PUNILLA, CUESTA BLANCA,171,4.1,25.1,1.8,2.3,510,36.6,71.2,69.4,68.3,42.4,2.7,67.1,55.7,68.0,9.4,68.4,22.2,2.0,8.0,3.5,0.2,1.8,0.4,0.4,1.8,4.7,1.2,2.9,1.2,0.6,-,.,,
PUNILLA, ESTANCIA VIEJA,284,2.8,23.9,3.2,8.1,909,220.7,63.4,70.8,76.0,49.0,5.3,45.1,47.1,49.3,6.8,57.0,36.2,2.2,10.0,3.1,0.8,2.1,0.6,0.4,3.1,5.2,2.2,4.4,1.8,1.1,-,.,,
PUNILLA, MAYU SUMAJ,422,5.0,43.1,1.7,5.5,"1,383",304.4,62.8,69.7,65.5,47.5,4.6,48.5,49.0,45.1,8.4,58.6,33.0,1.4,13.5,5.4,1.3,1.9,0.4,0.2,4.4,9.3,3.4,4.9,2.0,1.0,-,.,,
PUNILLA, SAN ANTONIO DE ARREDONDO,"1,226",4.2,2.6,0.5,1.8,"3,930",103.9,68.7,68.2,62.8,39.9,5.9,62.7,53.0,59.8,7.8,63.0,29.2,2.0,10.8,5.1,0.7,1.4,0.4,0.4,2.9,7.1,1.7,3.5,1.5,1.2,-,.,,
PUNILLA, SAN ROQUE,344,4.7,1.2,0.3,3.5,"1,128",157.7,63.3,60.1,71.3,31.0,6.3,65.2,47.3,51.4,10.6,57.8,31.6,1.5,14.4,6.4,0.4,1.4,0.8,0.7,4.6,10.2,2.0,4.9,2.7,2.0,-,.,,
PUNILLA, TALA HUASI,41,19.5,187.8,14.6,0.0,147,56.6,72.1,50.0,56.6,26.7,1.9,63.9,57.8,63.5,9.5,70.7,19.7,4.1,4.8,1.4,0.0,1.4,0.7,0.7,0.7,2.0,0.0,2.0,1.4,0.7,-,.,,
PUNILLA, VILLA PARQUE SIQUIMAN,587,4.8,17.7,0.9,3.4,"1,888",169.5,64.7,67.2,61.1,40.2,4.5,57.3,52.4,60.1,9.4,60.9,29.7,1.3,10.8,5.0,0.6,1.6,0.2,0.7,2.6,6.8,1.6,3.7,1.0,1.4,-,.,,
PUNILLA, VILLA SANTA CRUZ DEL LAGO,750,6.4,11.2,0.9,5.9,"2,472",343.0,64.6,70.6,69.1,43.5,7.2,52.5,50.2,49.5,8.9,60.2,30.9,1.7,13.3,5.9,0.7,1.5,0.4,0.4,4.5,9.7,2.5,5.0,2.4,1.3,-,.,,
PUNILLA, VILLA RIO ICHO CRUZ,577,6.4,32.8,25.3,4.5,"1,921",197.3,65.0,66.3,68.5,37.2,5.6,63.2,48.8,53.8,10.7,60.1,29.2,1.6,10.6,4.5,0.6,2.0,0.2,0.6,2.7,6.7,1.6,3.7,1.2,0.9,-,.,,
RIO CUARTO, ZONA RURAL NO COMPRENDIDA EN MUNICIPIOS O COMUNAS,"3,244",4.2,4.6,0.1,1.2,"9,785",-,68.8,70.0,68.7,42.2,1.3,67.4,54.0,23.5,8.7,64.4,26.9,0.7,8.1,3.7,0.6,1.2,0.2,0.4,2.0,5.1,1.4,2.5,1.1,1.1,-,.,,
RIO CUARTO, ACHIRAS,841,13.1,39.0,2.0,2.5,"2,398",206.9,61.1,62.6,68.3,48.7,6.4,60.9,46.0,34.8,16.1,56.0,27.9,0.6,16.8,6.5,0.9,2.0,0.4,0.5,6.3,11.1,3.9,7.4,3.8,3.1,-,.,,
RIO CUARTO, ADELIA MARIA,"2,569",9.6,11.0,0.4,2.0,"7,739",603.9,62.2,69.5,67.8,38.1,3.8,69.2,46.8,36.3,12.9,57.2,30.0,0.7,8.5,3.0,0.6,1.7,0.2,0.5,2.5,4.6,1.4,3.5,1.4,1.2,-,.,,
RIO CUARTO, ALCIRA,"2,024",13.6,1.5,0.4,1.0,"5,924",690.6,61.6,64.3,68.8,41.2,3.7,69.3,46.9,44.5,16.9,56.8,26.3,0.2,10.3,4.0,0.6,1.9,0.2,0.7,2.9,6.2,1.8,4.1,1.2,1.6,-,.,,
RIO CUARTO, ALPA CORRAL,298,9.7,117.8,3.7,4.4,966,96.5,63.9,66.0,72.0,46.8,1.7,58.7,48.1,35.5,13.5,55.7,30.8,3.0,12.5,5.9,0.4,0.8,0.2,0.5,4.7,9.5,2.4,4.5,1.6,2.3,-,.,,
RIO CUARTO, BERROTARAN,"2,336",11.1,1.5,0.2,1.7,"6,886",965.2,63.2,68.4,70.1,42.1,4.1,67.1,47.4,43.3,14.9,58.2,27.0,0.3,15.1,6.4,1.0,2.0,0.2,0.6,4.9,10.2,2.9,6.0,2.5,1.9,-,.,,
RIO CUARTO, BULNES,329,11.2,10.0,0.0,3.0,"1,051",1978.4,57.6,63.5,70.3,43.0,4.2,64.7,44.0,22.1,16.5,52.0,31.5,0.6,10.6,3.0,0.5,1.7,0.2,1.0,4.2,6.4,2.0,5.2,1.8,2.0,-,.,,
RIO CUARTO, CHAJAN,233,11.6,25.8,0.9,5.6,767,1229.0,62.2,62.7,83.6,40.8,5.7,65.4,45.4,24.1,9.0,56.8,34.2,0.0,13.0,6.3,0.4,1.7,0.1,0.5,4.0,8.7,1.6,5.2,1.6,1.8,-,.,,
RIO CUARTO, CORONEL BAIGORRIA,464,9.1,90.3,3.4,2.2,"1,532",564.7,62.7,61.9,77.6,34.4,4.5,63.4,45.6,29.4,13.1,57.6,29.2,0.3,14.5,6.3,0.7,2.3,0.3,0.7,4.2,9.2,2.2,5.3,2.0,1.5,-,.,,
RIO CUARTO, CORONEL MOLDES,"2,931",10.9,4.5,0.2,2.6,"9,010",661.9,61.9,68.5,73.7,48.2,4.6,66.5,46.3,36.7,14.2,57.0,28.8,0.5,10.9,4.0,0.8,2.2,0.2,0.5,3.1,6.0,1.9,4.7,1.8,1.5,-,.,,
RIO CUARTO, ELENA,"1,024",13.1,4.6,0.6,1.2,"3,007",1211.5,61.8,69.4,74.0,40.6,4.2,75.3,46.9,43.7,16.3,56.9,26.8,0.6,10.5,3.1,0.9,2.4,0.4,0.4,3.3,5.3,2.3,5.3,1.7,1.1,-,.,,
RIO CUARTO, LA CAUTIVA,295,4.4,41.7,2.0,4.4,"1,014",63.8,64.6,59.1,76.5,44.6,4.7,56.6,45.5,21.3,7.9,58.9,33.2,0.3,10.7,4.2,0.4,1.3,0.1,0.9,3.7,6.8,1.5,4.2,1.6,1.7,-,.,,
RIO CUARTO, LAS ACEQUIAS,804,9.5,30.3,13.7,1.7,"2,443",653.7,63.3,63.9,71.3,40.6,5.6,68.5,47.4,30.7,13.8,57.9,28.2,0.3,14.2,6.9,0.7,2.3,0.2,0.4,3.8,10.0,2.0,5.2,1.6,1.5,-,.,,
RIO CUARTO, LAS HIGUERAS,"2,078",5.9,1.4,0.0,2.0,"6,202",569.5,70.2,60.4,78.4,29.8,5.6,74.2,48.5,53.4,8.5,65.5,26.0,1.0,9.2,3.6,0.6,1.7,0.3,0.4,2.5,5.2,1.5,3.6,1.6,1.2,-,.,,
RIO CUARTO, LAS VERTIENTES,245,10.2,8.2,0.4,1.6,766,459.2,65.7,53.7,68.5,33.5,7.5,64.6,47.3,24.9,13.8,58.6,27.5,0.3,12.4,7.4,0.5,1.2,0.0,0.7,2.6,9.3,1.3,3.5,1.3,1.7,-,.,,
RIO CUARTO, MONTE DE LOS GAUCHOS,218,9.6,3641.7,310.1,0.0,694,140.5,62.0,67.7,77.0,29.9,4.6,78.5,44.7,24.8,8.5,56.3,35.2,0.0,9.7,4.2,0.7,1.9,0.0,0.3,2.6,6.1,1.0,3.9,0.7,1.0,-,.,,
RIO CUARTO, RIO CUARTO,"51,876",8.2,0.8,0.0,2.1,"158,298",607.9,64.9,69.4,68.1,34.0,6.2,79.0,48.5,51.4,12.3,60.3,27.4,1.0,11.3,4.9,0.7,1.8,0.3,0.6,3.0,7.1,1.7,4.2,1.5,1.5,0.8,0.7,,
RIO CUARTO, SAMPACHO,"2,741",11.1,4.9,0.0,1.3,"7,846",318.2,62.6,64.6,67.1,46.5,3.1,63.9,48.5,41.4,16.7,57.9,25.4,0.5,12.5,5.0,0.6,2.4,0.2,0.4,3.8,7.8,2.1,5.4,1.7,1.1,-,.,,
RIO CUARTO, SAN BASILIO,"1,102",13.0,14.6,0.3,1.0,"3,225",834.1,61.1,71.2,68.9,41.1,1.6,80.2,46.4,35.0,16.1,56.3,27.6,0.1,10.7,4.1,0.7,2.7,0.4,0.5,2.4,5.6,1.5,4.7,1.5,1.1,-,.,,
RIO CUARTO, SANTA CATALINA,"1,190",8.5,1.0,0.0,2.0,"3,898",624.4,63.2,60.7,78.3,35.2,5.9,70.7,47.2,32.2,10.8,58.2,31.0,0.2,10.9,4.8,0.7,1.8,0.3,0.4,3.0,6.9,1.8,4.3,1.7,1.1,-,.,,
RIO CUARTO, TOSQUITA,132,3.0,366.7,16.7,6.8,414,214.2,65.5,59.8,71.6,33.6,3.6,64.7,49.5,15.6,6.3,60.1,33.6,0.0,10.6,4.8,0.2,1.0,0.5,0.2,3.9,7.7,1.4,3.9,1.9,1.2,-,.,,
RIO CUARTO, VICUÑA MACKENNA,"3,163",7.6,0.1,0.1,3.2,"10,170",516.6,63.3,67.0,72.3,43.5,4.5,63.2,46.5,37.7,10.5,57.4,32.1,0.4,10.7,4.4,0.6,1.6,0.2,0.7,3.1,6.6,1.6,3.9,1.7,1.6,-,.,,
RIO CUARTO, CHUCUL,102,10.8,9.8,0.0,1.0,304,320.5,63.5,59.6,66.1,32.9,8.0,61.5,51.3,25.0,9.2,58.9,31.9,0.0,9.9,2.6,0.3,2.3,1.0,0.3,3.3,5.3,2.0,5.3,3.0,1.3,-,.,,
RIO CUARTO, LA CAROLINA EL POTOSI,54,11.1,5.6,0.0,3.7,165,340.0,65.5,54.6,69.5,36.6,3.3,54.5,49.7,23.2,8.5,58.2,33.3,0.0,17.6,9.7,0.6,0.6,1.2,0.6,4.8,13.9,4.2,4.8,1.8,2.4,-,.,,
RIO CUARTO, LAS ALBAHACAS,119,11.8,7.6,0.0,0.0,342,86.5,62.0,60.4,75.0,35.4,1.5,67.3,50.3,20.3,19.3,57.3,23.4,0.6,19.0,9.1,0.0,2.0,0.3,0.6,7.0,14.6,1.8,7.3,3.2,2.9,-,.,,
RIO CUARTO, LAS PEÑAS SUD,51,9.8,15.7,3.9,2.0,148,16.4,63.5,63.8,75.0,44.4,1.6,65.5,48.0,35.2,11.5,56.8,31.8,5.4,12.8,2.0,2.0,2.7,0.7,1.4,4.1,5.4,4.1,4.7,2.0,1.4,-,.,,
RIO CUARTO, MALENA,97,5.2,13.4,2.1,3.1,368,394.8,59.2,61.5,81.3,50.5,3.6,51.4,41.8,14.3,9.8,53.8,36.4,0.5,4.9,0.8,0.3,1.4,0.3,0.5,1.6,2.2,0.3,2.4,0.5,1.4,-,.,,
RIO CUARTO, SUCO,111,15.3,9.9,0.9,0.0,307,281.4,62.9,60.1,81.9,41.1,3.3,62.9,46.6,25.2,15.3,58.6,26.1,0.7,21.2,10.1,0.0,3.6,0.3,0.0,7.2,16.6,2.3,10.1,2.0,0.3,-,.,,
RIO CUARTO, VILLA EL CHACAY,32,12.5,15.6,3.1,0.0,84,15.7,66.7,62.5,80.0,39.3,5.4,73.8,50.0,50.0,11.9,58.3,29.8,1.2,10.7,6.0,0.0,1.2,0.0,0.0,3.6,9.5,2.4,2.4,0.0,0.0,-,.,,
RIO CUARTO, WASHINGTON,165,5.5,12.1,0.6,4.8,608,516.0,58.6,62.1,82.8,36.1,3.9,54.6,41.3,14.7,8.9,53.3,37.8,0.3,8.4,2.1,0.7,2.1,0.5,1.0,2.0,3.8,2.0,3.6,1.6,1.6,-,.,,
RIO PRIMERO, ZONA RURAL NO COMPRENDIDA EN MUNICIPIOS O COMUNAS,"1,938",5.1,8.8,1.9,4.4,"6,625",-,62.8,58.9,72.9,55.8,2.9,45.5,47.3,13.5,10.4,57.6,32.0,4.0,14.0,6.6,0.5,1.6,0.3,0.6,4.4,9.9,2.2,4.8,2.2,2.0,-,.,,
RIO PRIMERO, LA PARA,"1,089",8.7,17.5,0.6,3.1,"3,489",303.1,63.9,67.2,68.6,52.3,2.7,55.8,45.8,34.0,12.5,58.5,29.0,0.4,13.6,4.6,1.1,2.7,0.4,0.4,4.5,7.9,2.8,6.3,1.9,1.3,-,.,,
RIO PRIMERO, LA PUERTA,668,9.3,15.3,0.4,3.7,"2,185",691.8,63.3,66.8,72.1,44.3,3.4,57.4,46.3,37.3,9.7,57.3,33.0,0.3,10.3,4.4,0.5,1.4,0.2,0.5,3.2,7.1,1.6,3.9,1.3,1.3,-,.,,
RIO PRIMERO, MONTE CRISTO,"2,910",5.1,14.3,0.7,6.1,"10,332",66.4,62.8,65.8,74.3,40.9,5.8,60.6,45.2,38.3,6.8,57.3,35.9,2.6,11.7,4.7,0.7,1.2,0.2,0.7,4.2,7.5,2.3,4.6,2.5,2.8,-,.,,
RIO PRIMERO, OBISPO TREJO,686,8.3,19.1,0.9,7.1,"2,497",771.4,58.8,58.1,75.3,40.9,6.1,48.9,40.8,32.8,9.5,51.5,39.0,0.2,14.9,6.8,0.5,1.8,0.2,0.4,5.2,11.3,3.2,5.3,2.2,2.3,-,.,,
RIO PRIMERO, PIQUILLIN,391,5.9,10.2,0.3,3.8,"1,364",1034.1,65.6,64.0,71.6,36.1,5.0,63.3,46.8,34.7,9.3,60.0,30.7,0.4,10.2,5.6,0.5,1.0,0.1,0.2,2.6,7.6,1.7,3.2,0.7,1.0,-,.,,
RIO PRIMERO, RIO PRIMERO,"2,100",7.9,18.0,0.8,5.4,"7,389",573.4,63.1,64.0,74.7,41.9,6.3,60.2,45.9,42.0,9.5,57.3,33.1,1.4,11.3,4.6,0.5,1.5,0.3,0.6,3.7,7.6,2.5,4.5,2.2,2.2,-,.,,
RIO PRIMERO, SANTA ROSA DE RIO PRIMERO,"2,334",9.4,18.4,0.6,4.1,"7,805",1644.1,61.4,64.7,69.8,48.3,5.1,60.1,44.9,37.3,11.9,55.7,32.4,0.4,12.6,4.5,0.7,2.2,0.4,0.5,4.5,7.8,2.3,5.6,2.4,1.3,-,.,,
RIO PRIMERO, VILLA FONTANA,312,11.2,15.7,1.0,2.6,939,259.0,61.8,76.4,72.2,50.6,3.7,59.9,48.8,33.4,11.6,56.9,31.5,0.5,12.4,5.2,0.4,2.4,0.1,0.7,3.4,8.1,1.9,5.5,1.8,1.4,-,.,,
RIO PRIMERO, ATAHONA,36,0.0,30.6,0.0,8.3,110,14.0,54.5,53.3,84.4,40.7,0.0,60.0,43.6,12.5,11.8,48.2,40.0,0.0,21.8,4.5,0.9,5.5,0.9,0.9,9.1,10.0,6.4,9.1,3.6,6.4,-,.,,
RIO PRIMERO, CAÑADA DE MACHADO,58,10.3,19.0,0.0,0.0,203,487.9,62.1,50.0,76.2,43.8,3.1,45.8,43.3,17.0,13.8,56.7,29.6,0.5,8.9,0.5,1.0,3.9,0.0,2.0,1.5,1.0,1.0,4.9,1.5,2.5,-,.,,
RIO PRIMERO, CAPILLA DE LOS REMEDIOS,250,10.4,14.4,1.2,4.4,809,472.3,60.8,51.4,73.1,54.6,10.0,47.5,41.5,20.2,12.4,54.1,33.5,0.4,23.5,10.0,1.0,1.7,0.5,1.5,8.8,17.7,4.3,8.2,4.3,3.8,-,.,,
RIO PRIMERO, CHALACEA,53,9.4,22.6,0.0,7.5,180,93.0,58.3,63.8,83.6,26.8,5.6,41.1,40.6,11.0,11.1,52.8,36.1,0.0,16.1,11.7,0.0,1.1,0.0,0.6,2.8,14.4,0.6,3.3,0.6,1.1,-,.,,
RIO PRIMERO, COLONIA LAS CUATRO ESQUINAS,30,13.3,20.0,3.3,6.7,115,11.2,55.7,79.7,68.6,51.4,0.0,48.7,41.7,20.8,7.0,51.3,41.7,0.0,12.2,7.0,0.9,0.0,0.9,0.0,3.5,10.4,3.5,0.9,0.9,0.9,-,.,,
RIO PRIMERO, COMECHINGONES,85,8.2,7.1,0.0,7.1,287,237.3,64.5,65.4,78.5,62.1,6.2,39.7,47.7,19.0,8.0,57.8,34.1,0.0,12.9,4.5,0.3,2.4,0.0,0.7,4.9,8.4,1.7,6.3,1.7,1.7,-,.,,
RIO PRIMERO, DIEGO DE ROJAS,146,6.2,21.9,0.0,10.3,509,377.7,58.2,58.1,69.8,50.8,5.0,48.9,41.5,26.5,9.2,50.9,39.9,3.7,12.0,4.7,0.2,1.6,0.6,0.4,4.5,8.4,2.4,5.3,1.8,2.0,-,.,,
RIO PRIMERO, EL CRISPIN,60,6.7,16.7,0.0,3.3,220,360.0,66.4,63.7,69.9,52.3,14.7,44.1,46.4,14.7,7.7,59.5,32.7,0.0,19.5,11.4,0.5,0.9,0.5,0.9,5.5,15.9,2.7,5.5,2.3,2.7,-,.,,
RIO PRIMERO, ESQUINA,89,20.2,10.1,0.0,6.7,273,335.8,51.6,75.2,71.7,35.5,0.9,52.4,40.7,19.8,15.0,47.6,37.4,7.0,19.4,8.4,2.2,1.5,1.1,0.4,5.9,13.9,4.8,5.5,4.0,4.0,-,.,,
RIO PRIMERO, KILOMETRO 658,99,5.1,13.1,0.0,5.1,365,714.2,65.2,60.5,75.0,47.2,7.1,55.9,48.2,21.6,8.2,58.9,32.9,0.0,15.6,5.8,0.5,4.9,0.0,0.3,4.1,9.0,1.4,8.5,1.1,0.8,-,.,,
RIO PRIMERO, LA POSTA,82,9.8,26.8,1.2,13.4,241,179.2,53.5,46.5,81.7,38.8,4.8,53.9,39.4,14.7,15.4,46.5,38.2,0.0,15.4,6.2,0.4,0.0,0.0,1.7,7.1,11.6,2.5,5.8,2.9,3.7,-,.,,
RIO PRIMERO, LA QUINTA,58,1.7,13.8,0.0,8.6,208,13.9,61.1,63.8,74.1,40.0,1.2,51.0,40.4,16.7,6.7,53.4,39.9,0.0,5.8,1.9,0.0,1.0,0.5,0.5,1.9,2.9,0.0,2.9,1.4,0.5,-,.,,
RIO PRIMERO, LAS GRAMILLAS,34,0.0,14.7,0.0,2.9,109,385.6,59.6,70.8,60.9,46.4,2.1,53.2,45.0,28.6,9.2,52.3,38.5,0.0,12.8,5.5,1.8,2.8,0.0,0.9,1.8,7.3,1.8,4.6,0.0,0.9,-,.,,
RIO PRIMERO, LAS SALADAS,49,10.2,14.3,2.0,4.1,134,114.2,59.7,77.5,69.4,65.1,1.6,42.5,44.0,10.2,19.4,55.2,25.4,0.0,17.9,3.7,2.2,2.2,0.7,0.0,9.0,10.4,6.0,8.2,3.7,3.0,-,.,,
RIO PRIMERO, MAQUINISTA GALLINI,24,8.3,25.0,4.2,0.0,69,40.1,66.7,73.9,79.4,44.4,10.5,33.3,56.5,10.3,11.6,62.3,26.1,1.4,11.6,7.2,1.4,2.9,0.0,0.0,0.0,7.2,1.4,2.9,0.0,0.0,-,.,,
