Provincia de Córdoba según Municipios/Comunas. Indicadores seleccionados. Año 2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Departamento,Municipio o Comuna,Hogares,contexto22,contexto14,contexto16,contexto17,Población total,contexto01,% Población 15 a 64 años,% Población 15 a 64 años ocupada,Población 15 a 64 años ocupada que es asalariada,% Población 15 a 64 años asalariada sin descuento jubilatorio,contexto08,contexto06,% Población de 25 a 64 años,contexto10,contexto11,% Población de 18 a 64 años,contexto12,contexto15,contexto13,% Población con dificultad o limitación visual,% Población con dificultad o limitación auditiva,% Población con dificultad o limitación motora inferior,% Población con dificultad o limitación motora superior,% Población con dificultad o limitación cognitiva,% Población con dos o más dificultades o limitaciones,% Población según tipo de dificultad o limitación para ver,% Población con al menos una dificultad o limitación para oír,% Población con al menos una dificultad o limitación para caminar o subir,% Población con al menos una dificultad o limitación para agarrar objetos,% Población con al menos una dificultad o limitación para entender y/o aprender,% Población en asentamientos informales,contexto21,,
SAN JUSTO, SAN FRANCISCO,"21,019",10.5,12.9,0.7,1.2,"62,211",731.7,63.5,75.5,70.5,31.9,3.7,77.5,49.2,57.7,14.3,59.0,26.8,0.5,11.5,5.2,0.7,1.7,0.2,0.6,3.1,7.3,1.9,4.2,1.5,1.3,-,.,,
SAN JUSTO, SATURNINO MARIA LASPIUR,820,13.3,13.3,0.6,3.0,"2,496",1395.4,58.4,63.6,72.6,47.0,4.5,62.5,43.4,37.3,17.0,53.6,29.4,0.2,9.6,4.1,0.4,2.0,0.2,0.7,2.3,5.8,1.0,3.8,1.0,1.1,-,.,,
SAN JUSTO, SEEBER,204,11.3,9.8,0.0,4.9,620,164.4,60.5,66.7,78.0,57.4,0.4,68.4,43.7,20.7,12.7,55.3,31.9,0.0,14.7,4.0,0.5,3.5,0.6,1.9,4.0,6.6,1.5,6.6,1.5,3.5,-,.,,
SAN JUSTO, TRANSITO,"1,047",10.4,16.2,0.9,2.6,"3,185",852.4,61.4,65.6,72.5,45.9,6.1,61.7,46.0,30.9,10.9,56.5,32.7,0.2,13.8,5.6,0.9,1.9,0.4,0.9,4.1,8.5,2.6,4.9,2.2,1.9,-,.,,
SAN JUSTO, VILLA CONCEPCION DEL TIO,574,11.7,12.7,0.9,6.8,"1,886",243.7,59.7,73.0,74.9,47.9,3.2,54.8,43.6,26.3,10.8,53.9,35.4,1.3,15.1,5.9,0.8,1.6,0.4,1.7,4.6,9.1,2.6,5.0,2.3,3.4,-,.,,
SAN JUSTO, COLONIA ANITA,4,0.0,0.0,0.0,0.0,8,18.2,75.0,66.7,100.0,25.0,0.0,87.5,62.5,40.0,12.5,75.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,.,,
SAN JUSTO, COLONIA ITURRASPE,3,0.0,0.0,0.0,0.0,6,94.9,83.3,100.0,60.0,66.7,0.0,66.7,83.3,20.0,16.7,83.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,.,,
SAN JUSTO, COLONIA LAS PICHANAS,49,4.1,8.2,2.0,4.1,181,8.1,60.2,70.6,81.8,41.3,4.9,65.2,44.2,26.3,5.0,55.8,39.2,0.0,3.9,1.1,0.6,0.6,0.6,0.0,1.1,2.2,1.7,1.1,1.1,0.0,-,.,,
SAN JUSTO, COLONIA SAN PEDRO,34,0.0,2.9,5.9,0.0,151,120.2,63.6,68.8,74.2,73.5,9.6,61.6,45.0,19.1,5.3,58.9,35.8,0.0,2.0,0.0,0.0,1.3,0.0,0.0,0.7,0.0,0.0,2.0,0.7,0.7,-,.,,
SAN JUSTO, COLONIA VALTELINA,62,9.7,4.8,0.0,0.0,190,981.3,62.1,60.2,69.0,36.7,1.4,73.2,43.2,31.7,10.0,55.3,34.7,0.0,10.5,8.4,0.5,1.1,0.0,0.0,0.5,8.9,0.5,1.6,0.0,0.0,-,.,,
SAN JUSTO, PLAZA LUXARDO,63,4.8,12.7,6.3,1.6,195,23.4,65.1,60.6,84.4,70.8,1.3,65.6,51.3,17.0,11.8,60.5,27.7,2.6,6.7,3.6,0.5,0.0,0.0,1.0,1.5,4.1,1.0,1.5,1.5,2.6,-,.,,
SAN JUSTO, TORO PUJIO,57,8.8,7.0,3.5,3.5,173,645.3,67.6,70.1,82.9,50.0,1.2,65.9,47.4,36.6,12.7,64.2,23.1,0.0,10.4,2.3,1.2,2.9,0.0,0.6,3.5,5.2,1.7,4.6,1.7,0.6,-,.,,
SAN JUSTO, VILLA SAN ESTEBAN,22,4.5,9.1,0.0,0.0,82,350.1,61.0,62.0,100.0,19.4,3.1,75.6,47.6,15.4,6.1,54.9,39.0,0.0,12.2,3.7,1.2,1.2,0.0,1.2,4.9,8.5,3.7,4.9,2.4,4.9,-,.,,
SANTA MARIA, ZONA RURAL NO COMPRENDIDA EN MUNICIPIOS O COMUNAS,710,6.1,12.4,1.0,6.3,"5,221",-,79.4,21.3,74.5,49.0,4.2,29.7,57.1,18.7,7.7,76.4,15.9,1.9,5.3,2.3,0.4,0.7,0.1,0.3,1.6,3.6,1.1,1.8,0.8,0.7,-,.,,
SANTA MARIA, ALTA GRACIA,"14,661",7.3,19.1,0.5,4.1,"48,506",315.7,63.8,64.6,75.8,37.8,7.8,63.8,47.2,51.0,10.7,58.7,30.5,1.1,12.9,5.6,0.7,1.7,0.3,0.6,4.0,8.7,2.3,4.7,2.0,1.7,-,.,,
SANTA MARIA, DESPEÑADEROS,"1,846",9.3,19.2,0.5,3.7,"5,988",83.9,62.1,64.6,74.2,44.0,5.8,60.3,45.0,41.5,12.0,56.7,31.3,0.5,10.9,4.2,0.7,1.5,0.3,0.6,3.6,6.8,2.1,4.2,1.7,1.6,-,.,,
SANTA MARIA, LOZADA,318,9.1,10.4,0.3,1.6,"1,041",544.6,62.2,62.3,70.0,35.0,5.4,57.7,48.0,24.6,10.8,58.0,31.2,0.1,10.2,4.3,0.4,1.2,0.5,0.5,3.3,6.7,1.2,3.8,2.2,1.5,-,.,,
SANTA MARIA, MALAGUEÑO,"3,617",5.7,17.1,0.6,4.7,"13,102",54.9,63.8,62.6,80.9,30.9,8.5,68.2,46.5,40.6,9.0,58.1,32.9,0.9,12.1,5.2,0.7,1.7,0.3,0.6,3.7,7.9,2.4,4.4,1.7,1.6,-,.,,
SANTA MARIA, MONTE RALO,182,9.9,12.1,0.0,1.1,535,47.0,61.9,54.4,76.7,27.5,2.7,55.9,49.5,26.8,11.2,58.7,30.1,0.6,14.8,6.0,0.6,2.2,0.2,0.9,4.9,9.0,2.4,6.0,2.6,2.8,-,.,,
SANTA MARIA, TOLEDO,"1,044",4.7,16.7,0.3,6.6,"4,107",1113.2,63.0,57.0,80.4,27.8,7.7,61.1,41.4,32.0,6.3,54.7,39.0,0.6,12.9,6.0,0.6,1.0,0.3,0.6,4.4,9.3,2.7,4.2,1.9,1.7,-,.,,
SANTA MARIA, ANISACATE,"1,010",6.8,14.9,1.0,3.6,"3,350",140.1,61.6,66.6,67.5,38.5,6.0,61.5,47.3,51.2,11.1,57.0,31.9,2.2,10.7,5.1,0.9,1.3,0.2,0.4,2.8,7.2,2.0,3.4,1.3,1.1,-,.,,
SANTA MARIA, BOUWER,473,3.6,10.6,0.6,7.2,"1,786",60.7,64.2,60.7,77.7,46.4,6.3,48.9,44.1,29.7,7.0,57.4,35.6,4.4,7.6,3.2,0.6,1.3,0.1,0.3,2.1,4.5,1.2,2.9,1.0,1.0,-,.,,
SANTA MARIA, DIQUE CHICO,76,5.3,18.4,0.0,2.6,259,5.4,66.8,65.3,77.0,36.8,5.8,54.8,44.4,49.6,7.3,59.5,33.2,1.2,6.9,2.7,0.8,0.8,0.0,0.8,1.9,3.5,1.5,2.3,1.2,1.2,-,.,,
SANTA MARIA, FALDA DEL CARMEN,189,6.9,9.0,0.5,5.8,610,6.3,61.5,67.7,68.5,46.0,3.8,55.4,46.2,37.9,9.7,57.2,33.1,3.4,10.0,4.8,0.8,1.0,0.2,0.8,2.5,6.7,1.6,3.0,1.8,1.5,-,.,,
SANTA MARIA, LA PAISANITA,52,9.6,21.2,3.8,7.7,155,4.4,61.9,63.5,75.4,39.1,14.1,41.9,45.2,30.0,12.3,57.4,30.3,5.2,24.5,12.9,1.3,1.9,0.0,0.0,8.4,20.0,6.5,8.4,1.3,0.0,-,.,,
SANTA MARIA, LA RANCHERITA,40,7.5,5.0,2.5,7.5,129,44.7,60.5,74.4,51.7,26.7,9.4,71.3,45.7,54.2,10.1,55.0,34.9,1.6,7.0,1.6,1.6,2.3,0.0,0.0,1.6,2.3,1.6,3.9,1.6,0.0,-,.,,
SANTA MARIA, LA SERRANITA,137,11.7,12.4,3.6,3.6,436,79.7,65.1,63.7,71.8,34.6,3.7,72.5,53.0,60.6,20.2,61.7,18.1,4.8,10.6,4.4,1.4,1.6,0.0,0.2,3.0,6.2,2.1,3.9,1.4,0.9,-,.,,
SANTA MARIA, LOS CEDROS,289,3.8,15.9,0.3,6.9,"1,092",672.8,61.5,64.1,72.6,38.3,9.3,48.4,43.5,27.2,4.4,54.9,40.8,1.6,9.7,4.7,0.1,0.8,0.5,0.5,3.2,7.3,1.9,2.2,1.6,1.2,-,.,,
SANTA MARIA, POTRERO DE GARAY,408,4.9,11.0,3.4,6.1,"1,323",12.2,65.6,70.4,68.2,52.0,2.6,51.0,51.6,44.8,8.5,62.1,29.4,3.2,12.7,5.6,1.0,1.2,0.3,0.8,3.8,8.4,3.0,4.0,1.9,1.7,-,.,,
SANTA MARIA, RAFAEL GARCIA,169,5.9,12.4,1.2,5.3,565,592.6,64.8,54.4,76.4,31.6,8.7,60.2,45.3,27.3,9.7,57.7,32.6,0.5,11.7,3.0,0.9,2.8,0.2,1.1,3.7,4.8,1.9,5.7,2.1,2.3,-,.,,
SANTA MARIA, SAN CLEMENTE,65,6.2,10.8,4.6,9.2,240,4.4,71.3,69.0,71.2,41.7,0.0,41.3,55.0,31.1,6.7,67.1,26.3,1.3,11.3,7.5,0.4,0.8,0.0,0.4,2.1,9.2,0.8,2.5,0.4,0.4,-,.,,
SANTA MARIA, VALLE DE ANISACATE,170,6.5,13.5,0.6,5.3,487,294.7,67.6,65.7,56.5,21.3,8.9,64.5,53.6,57.9,6.6,62.0,31.4,1.6,7.0,1.8,0.2,1.4,0.2,0.2,3.1,3.7,1.2,3.3,2.1,1.6,-,.,,
SANTA MARIA, VILLA CIUDAD DE AMERICA,237,7.6,10.1,2.1,7.2,762,10.3,63.5,67.8,72.6,49.2,7.3,45.1,47.0,33.8,7.7,58.3,34.0,1.7,13.8,6.8,0.3,0.9,0.4,0.9,4.3,9.7,2.2,4.6,1.7,2.0,-,.,,
SANTA MARIA, VILLA DEL PRADO,556,4.7,16.7,0.4,9.9,"2,011",229.9,62.1,59.4,78.8,48.1,9.0,43.6,42.6,26.9,4.3,54.5,41.2,0.4,18.0,7.5,1.1,1.7,0.4,1.8,5.3,11.4,3.2,5.5,2.8,3.6,-,.,,
SANTA MARIA, VILLA LA BOLSA,329,5.2,13.1,0.6,0.6,995,338.0,65.5,68.4,65.7,24.6,5.9,71.2,50.5,71.5,13.9,60.0,26.1,1.9,9.7,4.3,0.5,1.2,0.3,0.3,3.1,6.8,1.7,3.2,1.7,0.3,-,.,,
SANTA MARIA, VILLA LOS AROMOS,397,6.0,10.1,1.8,2.0,"1,378",334.2,66.4,66.4,70.9,29.7,4.1,76.7,52.6,72.3,13.2,62.0,24.7,2.6,8.1,3.3,0.3,1.4,0.2,0.4,2.6,4.9,1.0,3.5,1.4,1.0,-,.,,
SANTA MARIA, VILLA PARQUE SANTA ANA,771,4.9,15.3,0.4,7.8,"2,861",74.9,63.3,64.6,74.7,36.7,8.7,57.7,46.8,43.5,5.3,57.5,37.2,1.1,8.3,3.3,0.3,1.6,0.3,0.8,2.0,4.7,1.0,3.0,1.3,1.4,-,.,,
SANTA MARIA, VILLA SAN ISIDRO,398,9.8,15.6,0.5,2.5,"1,249",14.2,62.5,56.6,71.7,32.5,5.2,62.3,46.6,46.9,13.9,56.8,29.3,1.9,11.0,3.8,0.7,2.2,0.2,0.2,3.9,6.0,2.2,5.2,2.5,1.0,-,.,,
SOBREMONTE, ZONA RURAL NO COMPRENDIDA EN MUNICIPIOS O COMUNAS,216,6.5,13.9,4.2,4.6,798,-,60.7,44.8,83.9,51.1,5.7,48.5,47.7,12.3,16.4,55.1,28.4,0.4,17.4,5.5,0.8,2.1,0.4,0.9,7.8,11.5,4.6,8.3,3.5,2.9,-,.,,
SOBREMONTE, SAN FRANCISCO DEL CHAÑAR,713,6.7,22.0,0.6,6.6,"2,506",18.3,62.3,60.1,82.4,31.8,7.8,53.4,44.3,36.8,7.7,55.0,37.2,0.1,12.2,4.8,0.4,1.6,0.2,0.6,4.6,8.2,2.6,5.1,1.9,2.1,-,.,,
SOBREMONTE, CAMINIAGA,118,7.6,25.4,1.7,3.4,362,15.5,56.4,58.8,82.5,34.3,5.5,56.6,42.5,26.6,16.9,50.3,32.9,0.0,25.7,9.9,0.3,2.5,0.0,0.8,12.2,19.9,5.2,12.2,4.7,2.8,-,.,,
SOBREMONTE, CHUÑA HUASI,121,8.3,19.8,1.7,5.0,457,95.3,60.6,37.2,92.2,42.1,14.9,41.1,40.7,16.7,12.0,53.2,34.8,0.0,13.8,4.8,0.9,2.8,0.2,0.7,4.4,9.0,2.2,6.1,2.0,2.0,-,.,,
SOBREMONTE, POZO NUEVO,143,4.9,16.1,2.1,11.2,468,148.1,59.2,46.6,88.4,42.1,7.9,46.2,45.3,11.8,10.7,54.7,34.6,0.0,21.2,8.8,1.5,2.6,0.9,1.9,5.6,13.0,4.5,6.8,3.4,3.8,-,.,,
TERCERO ARRIBA, ZONA RURAL NO COMPRENDIDA EN MUNICIPIOS O COMUNAS,"1,098",4.5,3.9,1.5,1.4,"4,398",-,66.5,53.7,72.7,44.6,1.2,58.2,51.9,20.7,11.1,61.1,27.8,0.8,6.3,3.5,0.3,0.8,0.2,0.4,1.2,4.3,0.8,1.6,0.7,0.8,-,.,,
TERCERO ARRIBA, ALMAFUERTE,"3,718",8.8,14.9,0.5,1.8,"11,845",137.9,63.0,67.6,72.3,39.1,5.0,69.7,47.4,47.6,11.9,57.9,30.2,1.5,10.7,4.3,0.8,1.5,0.2,0.7,3.3,6.6,2.0,4.0,1.5,1.5,-,.,,
TERCERO ARRIBA, COLONIA ALMADA,180,11.1,12.2,0.6,1.7,541,543.6,63.6,75.3,75.7,36.7,3.0,72.3,48.4,32.8,14.0,57.3,28.7,0.2,16.1,7.9,0.4,1.7,0.2,0.7,5.2,12.2,3.3,5.2,0.9,2.0,-,.,,
TERCERO ARRIBA, CORRALITO,548,10.4,15.9,0.0,3.3,"1,757",193.2,64.5,58.4,71.8,38.1,7.9,67.8,45.8,38.3,12.1,58.7,29.1,0.1,15.0,7.4,0.8,1.3,0.2,1.2,4.0,10.7,2.5,4.0,1.0,2.4,-,.,,
TERCERO ARRIBA, DALMACIO VELEZ,493,8.1,12.6,1.0,1.6,"1,565",717.6,62.9,68.3,79.0,25.4,3.3,75.7,46.3,30.8,11.7,58.4,29.9,1.3,12.5,5.8,0.6,2.1,0.4,0.5,3.1,8.1,1.7,4.7,1.5,1.3,-,.,,
TERCERO ARRIBA, HERNANDO,"3,656",13.0,14.2,0.4,1.1,"10,284",857.6,61.0,71.7,68.5,40.4,3.5,72.7,46.8,45.2,17.3,56.3,26.4,0.5,13.1,5.6,0.6,2.1,0.3,0.8,3.6,8.1,2.2,4.9,1.8,1.6,-,.,,
TERCERO ARRIBA, JAMES CRAIK,"1,649",11.1,14.6,0.4,3.3,"5,250",984.3,61.5,66.8,76.0,33.8,3.0,73.3,45.9,39.0,13.6,56.3,30.1,0.6,11.8,4.5,0.9,1.8,0.2,1.0,3.4,7.1,2.2,4.2,1.8,1.9,-,.,,
TERCERO ARRIBA, LAS PERDICES,"1,626",10.6,12.7,0.6,2.3,"5,144",1195.0,61.1,68.9,73.4,38.3,5.2,68.3,46.5,35.6,13.3,56.5,30.3,0.6,9.7,3.6,0.6,1.7,0.2,0.6,3.0,5.6,1.7,3.8,1.7,1.7,-,.,,
TERCERO ARRIBA, LOS ZORROS,172,12.8,17.4,1.2,2.9,512,255.2,62.5,75.3,73.4,28.2,2.0,72.7,47.3,38.8,13.9,55.9,30.3,0.2,8.6,2.0,0.8,2.0,0.0,1.0,2.9,3.3,1.4,4.9,1.4,1.6,-,.,,
TERCERO ARRIBA, OLIVA,"3,931",10.8,17.3,0.4,1.3,"11,809",840.1,62.0,68.1,71.5,36.0,5.3,75.2,47.5,51.2,14.6,57.2,28.2,0.4,13.2,6.1,0.8,1.7,0.3,0.5,3.8,9.2,2.3,4.6,1.8,1.2,-,.,,
TERCERO ARRIBA, PAMPAYASTA SUD,442,13.6,14.7,0.2,2.7,"1,212",141.6,60.1,71.1,75.1,39.8,2.1,58.7,45.2,32.1,18.8,55.0,26.2,0.1,14.3,5.4,0.8,2.4,0.3,0.7,4.7,8.9,2.6,6.3,3.1,2.7,-,.,,
TERCERO ARRIBA, RIO TERCERO,"15,692",9.0,15.4,0.7,1.7,"46,800",165.6,64.0,68.3,72.1,35.2,5.4,72.2,48.9,51.1,12.7,59.2,28.1,0.8,12.6,5.3,0.9,1.8,0.3,0.7,3.6,7.9,2.5,4.5,1.8,1.8,-,.,,
TERCERO ARRIBA, TANCACHA,"1,823",12.7,14.5,0.3,1.6,"5,309",1202.6,62.0,64.3,75.9,35.2,6.2,71.1,46.4,42.8,15.4,57.0,27.6,0.7,11.3,3.8,0.7,2.2,0.2,0.5,3.8,6.5,2.1,5.1,1.6,1.6,-,.,,
TERCERO ARRIBA, VILLA ASCASUBI,789,11.5,11.8,0.4,2.0,"2,355",91.6,62.8,68.2,68.6,44.5,3.2,63.1,47.5,36.1,15.5,58.0,26.5,0.2,15.2,5.8,0.8,2.5,0.3,0.9,4.8,9.5,3.1,5.8,2.3,2.4,-,.,,
TERCERO ARRIBA, GENERAL FOTHERINGHAM,90,8.9,11.1,0.0,3.3,313,272.0,62.9,66.5,82.4,18.5,4.4,76.7,48.2,31.1,13.4,57.2,29.4,1.9,8.6,2.2,0.6,1.6,0.0,1.9,2.2,3.8,1.0,3.5,0.3,3.2,-,.,,
TERCERO ARRIBA, LAS ISLETILLAS,66,7.6,12.1,0.0,4.5,190,334.2,61.6,86.3,68.3,20.3,1.0,78.9,52.1,20.2,14.2,58.9,26.8,0.5,18.9,11.6,0.5,3.7,0.0,0.5,2.6,13.2,1.1,5.3,1.6,1.6,-,.,,
TERCERO ARRIBA, PAMPAYASTA NORTE,30,0.0,13.3,0.0,3.3,95,101.8,68.4,61.5,62.5,48.0,4.8,55.8,51.6,51.0,5.3,63.2,31.6,0.0,15.8,10.5,1.1,1.1,0.0,1.1,2.1,12.6,1.1,3.2,1.1,1.1,-,.,,
TERCERO ARRIBA, PUNTA DEL AGUA,55,18.2,10.9,0.0,7.3,175,112.3,56.0,63.3,91.9,45.6,7.5,48.6,42.3,23.0,14.3,52.6,33.1,0.0,6.9,1.7,0.6,2.3,0.0,0.6,1.7,2.9,1.7,4.0,1.7,0.6,-,.,,
TOTORAL, ZONA RURAL NO COMPRENDIDA EN MUNICIPIOS O COMUNAS,712,8.8,11.4,2.0,2.7,"2,267",-,61.8,58.2,82.8,34.6,3.5,61.0,48.4,17.6,13.2,58.1,28.7,1.5,14.2,5.8,1.0,1.6,0.7,0.8,4.4,9.2,2.5,5.2,1.9,1.7,-,.,,
TOTORAL, CAÑADA DE LUQUE,337,8.9,24.0,0.9,10.4,"1,217",55.8,62.8,56.5,80.8,53.3,4.8,48.3,41.5,22.4,7.7,54.6,37.7,0.1,18.0,7.9,0.5,1.9,0.1,1.2,6.4,13.1,2.7,6.4,2.1,3.5,-,.,,
TOTORAL, LAS PEÑAS,504,10.3,19.2,0.4,5.4,"1,664",404.1,61.7,63.0,76.8,45.6,5.8,55.5,45.6,29.7,9.6,55.5,34.9,0.3,8.7,4.3,0.2,1.4,0.2,0.3,2.3,6.0,1.0,3.0,1.1,1.0,-,.,,
TOTORAL, SARMIENTO,386,4.7,15.5,1.0,6.7,"1,455",270.6,61.0,61.1,83.6,37.9,6.9,61.8,42.6,31.9,7.5,55.1,37.5,0.7,11.1,4.1,0.7,1.0,0.5,1.2,3.6,6.5,1.6,3.9,2.4,2.3,-,.,,
TOTORAL, SINSACATE,351,3.7,14.0,0.3,5.7,"1,344",42.5,62.1,70.0,72.6,42.9,3.9,70.2,46.0,40.6,9.1,57.1,33.9,0.7,9.7,5.7,0.7,0.6,0.2,0.4,2.0,7.7,1.9,1.6,0.9,0.7,-,.,,
TOTORAL, VILLA DEL TOTORAL,"2,483",6.2,19.5,0.5,4.1,"8,439",626.1,64.9,63.5,75.1,35.8,6.4,64.6,47.3,44.7,8.7,59.0,32.3,0.5,10.7,4.4,0.7,1.4,0.2,0.6,3.4,6.9,2.0,4.1,1.8,1.5,-,.,,
TOTORAL, CANDELARIA SUD,40,12.5,12.5,0.0,7.5,125,293.3,64.0,55.0,54.5,45.8,20.0,40.8,53.6,10.4,12.0,62.4,25.6,0.0,27.2,17.6,0.0,3.2,0.0,2.4,4.0,21.6,0.8,5.6,0.0,3.2,-,.,,
TOTORAL, CAPILLA DEL SITON,149,3.4,18.8,0.7,9.4,556,2015.4,58.1,56.7,68.3,58.4,1.1,40.6,41.2,12.7,10.3,51.8,37.9,0.0,13.7,5.0,0.9,1.1,0.2,1.8,4.7,8.3,2.7,4.9,1.3,3.2,-,.,,
TOTORAL, LA PAMPA,242,6.6,19.4,1.2,7.9,952,130.5,58.3,62.9,84.5,41.7,6.7,52.8,44.2,24.2,8.1,53.4,38.6,0.9,13.2,6.0,0.6,1.5,0.0,0.9,4.2,9.6,2.6,4.6,1.7,2.3,-,.,,
TOTORAL, LOS MISTOLES,58,6.9,12.1,0.0,12.1,187,197.4,62.0,51.7,83.3,30.0,3.2,67.4,43.9,11.0,10.2,56.1,33.7,0.0,12.8,7.5,0.0,0.5,0.0,0.0,4.8,11.2,2.1,3.7,2.1,1.6,-,.,,
TOTORAL, SIMBOLAR,101,6.9,13.9,1.0,9.9,350,284.0,56.9,60.3,79.2,57.9,1.6,44.3,41.1,20.1,14.0,50.6,35.4,0.0,8.3,3.1,0.3,1.4,0.3,1.1,2.0,4.9,0.6,3.1,0.6,2.0,-,.,,
TULUMBA, ZONA RURAL NO COMPRENDIDA EN MUNICIPIOS O COMUNAS,"1,019",12.3,14.6,1.7,4.3,"2,878",-,61.5,46.0,74.7,48.7,9.6,43.0,48.3,9.6,17.4,56.8,25.8,0.5,25.3,9.8,1.2,2.3,0.5,1.1,10.4,19.0,6.1,9.9,4.4,3.6,-,.,,
TULUMBA, LAS ARRIAS,376,5.9,18.9,1.6,7.2,"1,179",125.0,61.1,61.7,74.8,63.0,4.3,38.8,44.8,21.0,9.4,55.6,35.0,0.0,22.2,7.5,1.0,2.0,0.6,1.4,9.8,16.3,4.8,9.8,4.0,3.5,-,.,,
TULUMBA, LUCIO VICTORIO MANSILLA,264,9.1,25.8,1.1,6.4,881,210.5,57.8,47.3,85.5,66.0,9.7,30.2,37.7,13.3,9.8,49.6,40.6,0.1,17.8,7.6,1.0,1.7,0.5,1.0,6.0,12.7,3.4,6.5,3.3,3.0,-,.,,
TULUMBA, SAN JOSE DE LA DORMIDA,"1,390",8.1,19.8,0.5,4.5,"4,510",447.7,62.1,62.3,73.3,50.7,4.2,51.4,45.1,33.6,10.1,56.4,33.5,0.6,16.6,6.6,0.8,2.0,0.4,1.1,5.6,11.2,2.8,6.1,2.5,2.6,-,.,,
TULUMBA, SAN JOSE DE LAS SALINAS,217,8.3,13.8,0.5,5.1,777,347.5,56.1,53.4,84.5,41.6,2.1,44.4,40.9,15.1,8.9,50.2,40.9,0.4,14.4,7.1,1.4,1.2,0.4,0.9,3.5,9.7,3.6,3.1,0.9,1.7,-,.,,
TULUMBA, SAN PEDRO NORTE,126,10.3,16.7,0.8,2.4,379,65.6,62.8,58.8,88.6,57.3,0.7,52.8,43.8,21.1,14.5,56.5,29.0,0.0,19.8,6.3,1.1,1.6,0.8,1.6,8.4,12.9,4.5,7.9,3.4,3.7,-,.,,
TULUMBA, VILLA TULUMBA,499,13.0,21.0,0.2,4.8,"1,597",299.9,60.6,61.9,74.5,46.4,5.2,55.3,45.6,42.2,14.2,56.4,29.4,0.5,14.3,5.8,0.6,2.2,0.4,0.3,5.1,10.1,2.7,6.3,1.8,1.1,-,.,,
TULUMBA, CHURQUI CAÑADA,27,22.2,11.1,0.0,0.0,58,57.8,62.1,69.4,56.0,35.7,0.0,55.2,46.6,7.4,27.6,60.3,12.1,0.0,20.7,10.3,0.0,3.4,1.7,1.7,3.4,12.1,0.0,6.9,3.4,3.4,-,.,,
TULUMBA, EL RODEO,67,9.0,14.9,0.0,7.5,236,77.1,62.7,45.3,79.1,50.9,4.3,52.1,44.5,11.4,11.4,57.2,31.4,0.4,13.6,9.3,0.0,0.4,0.0,0.0,3.8,13.1,2.1,3.4,0.8,1.3,-,.,,
TULUMBA, ROSARIO DEL SALADILLO,56,14.3,10.7,0.0,3.6,178,225.0,60.1,53.3,73.7,35.7,1.7,61.2,43.3,29.9,13.5,52.2,34.3,0.0,24.7,11.8,1.1,1.1,0.6,0.6,9.6,20.2,5.1,8.4,4.5,3.9,-,.,,
UNION, ZONA RURAL NO COMPRENDIDA EN MUNICIPIOS O COMUNAS,"2,027",3.1,5.0,3.0,2.4,"7,051",-,66.2,64.6,83.2,43.3,1.4,59.8,49.9,18.2,6.9,61.7,31.4,1.0,6.8,3.8,0.4,0.6,0.1,0.4,1.5,4.7,1.1,1.6,0.7,0.9,-,.,,
UNION, ALTO ALEGRE,249,9.6,13.3,0.4,2.4,817,490.3,61.7,62.9,75.1,42.9,3.6,65.4,45.3,30.3,13.6,55.7,30.7,0.1,7.3,3.2,0.7,1.1,0.1,0.6,1.6,4.3,1.1,2.2,1.0,1.0,-,.,,
UNION, BALLESTEROS,"1,245",10.6,13.3,0.3,3.0,"3,928",801.5,62.5,62.4,70.8,37.7,4.0,60.7,46.5,36.3,12.6,57.4,30.0,0.7,8.1,2.9,0.7,1.5,0.2,0.5,2.5,4.7,1.6,3.4,1.4,1.2,-,.,,
UNION, BALLESTEROS SUD,170,5.9,8.8,0.6,5.9,538,333.7,63.9,60.8,74.2,40.6,2.8,52.6,43.5,22.6,11.7,57.6,30.7,3.5,8.7,2.6,0.2,2.4,0.0,0.7,2.8,3.7,1.5,4.6,0.9,1.3,-,.,,
UNION, BELL VILLE,"11,290",10.2,15.0,0.5,2.7,"34,439",768.0,63.0,70.5,70.7,31.7,4.8,70.1,48.4,54.6,13.4,58.3,28.4,0.9,11.1,4.8,0.6,1.8,0.2,0.6,3.0,6.9,1.7,4.1,1.5,1.5,-,.,,
UNION, BENJAMIN GOULD,230,11.3,18.3,1.3,3.0,704,256.0,59.1,55.5,83.5,34.7,11.2,55.5,42.9,16.9,13.1,53.6,33.4,0.6,14.5,5.5,0.4,2.1,0.3,1.0,5.1,8.8,3.0,5.8,2.4,2.0,-,.,,
UNION, CANALS,"2,860",11.4,15.0,0.3,3.0,"8,676",643.4,60.9,67.5,69.6,45.4,3.4,63.5,45.2,40.4,14.1,55.6,30.3,0.7,11.5,4.8,0.7,1.7,0.2,0.7,3.5,7.4,2.2,4.3,1.5,1.6,-,.,,
